ISBN,TITLE,ANALYZE,$ USED,$ NEW,$ AMAZON,$ TRADE-IN,# USED,# NEW,RANK,AVG. RANK,PUB DATE
1421576066,One Piece Box Set 2: Skypeia and Water S…,,117.06,115.17,117.99,No Value,10,13,"17,455","14,098",2014
1454868414,Examples & Explanations for Contracts,,24.55,38.98,55.99,No Value,26,20,"17,363","14,135",2017
393068137,Pacific Crucible: War at Sea in the Paci…,,18.99,33.73,33.73,No Value,24,4,"14,029","14,214",2011
1259642194,Fitzpatrick's Color Atlas AND SYNOPSIS O…,,55.84,68.39,68.4,No Value,15,19,"16,685","14,221",2017
1454868414,Examples & Explanations for Contracts,,24.55,38.98,55.99,No Value,27,20,"16,934","14,274",2017
1419727591,Escape,,21.99,40.49,40.49,No Value,17,11,"23,503","14,334",2017
1260019322,"CompTIA Security+ All-in-One Exam Guide,…",,40.17,39.66,39.67,No Value,6,23,"16,083","14,402",2018
147517389,The Magicians Trilogy Boxed Set: The Mag…,,27.14,32.24,33.96,No Value,33,24,"11,449","14,574",2015
990907473,The PMP Exam: How to Pass on Your First …,,70.81,68.94,68.94,No Value,10,13,"7,434","14,592",2018
168192241X,The Catholic Journaling Bible,,24.77,34.07,34.07,No Value,17,21,"13,118","14,617",2017
1461471370,An Introduction to Statistical Learning:…,,48.81,36.24,56.11,No Value,10,9,"16,475","14,670",2013
1461471370,An Introduction to Statistical Learning:…,,48.81,36.89,56.11,No Value,11,9,"15,379","14,705",2013
323530508,Netter's Anatomy Flash Cards (Netter Bas…,,28.92,34.93,37.99,No Value,12,22,"19,917","14,762",2018
1465474757,Art: The Definitive Visual Guide,,24.67,32.22,34.1,No Value,26,28,"14,868","14,863",2018
1631869590,Renovation 5th Edition: Completely Revis…,,32.26,33.98,33.99,No Value,13,29,"11,451","14,893",2019
099944333X,"No-Nonsense Algebra, 2nd Edition: Part o…",,27.04,35.1,35.1,No Value,16,14,"13,551","14,921",2018
990907473,The PMP Exam: How to Pass on Your First …,,86.47,68.94,68.94,No Value,6,5,"10,200","14,969",2018
201633612,Design Patter Elements of Reusable Objec…,,29.48,38.98,43.65,No Value,63,28,"15,704","15,004",1994
1587147149,CCNA 200-301 Official Cert Guide Library,,53.97,39.61,39.61,No Value,9,18,"12,345","15,037",2019
847866033,Kelly Wearstler: Evocative Style,,37.39,38.49,38.49,No Value,9,18,"13,466","15,041",2019
961392142,The Visual Display of Quantitative Infor…,,16.49,33.9,38,No Value,118,18,"15,266","15,202",2001
545067642,AlphaTales Box Set: A Set of 26 Irresist…,,61.58,47.33,47.33,No Value,13,21,"16,116","15,246",2001
134752554,Applied Behavior Analysis,,110.58,126.65,126.65,No Value,6,6,"17,700","15,249",2019
1619708671,The Complete Jewish Study Bible: Illumin…,,34.88,39.79,39.79,No Value,15,29,"15,650","15,259",2016
1491910399,"R for Data Science: Import, Tidy, Transf…",,28.72,36.05,40.74,No Value,26,32,"20,762","15,293",2017
134752554,Applied Behavior Analysis,,169.99,126.65,126.65,No Value,4,6,"17,664","15,369",2019
1465453393,Classic Car: The Definitive Visual Histo…,,19.97,33.82,35.99,No Value,25,20,"15,901","15,449",2016
386521584X,The Americans,,41.63,38.99,40,No Value,9,11,"14,981","15,536",2008
803741367,Ordinary People Change the World Gift Se…,,42.46,38.34,38.42,No Value,18,26,"13,542","15,552",2015
991299221,The PowerScore LSAT Logical Reasoning Bi…,,31.08,50.59,64.99,No Value,41,9,"20,632","15,611",2019
393080641,The Conquering Tide: War in the Pacific …,,35.95,35,35,No Value,6,4,"12,196","15,628",2015
991299221,The PowerScore LSAT Logical Reasoning Bi…,,29.96,50.59,64.99,No Value,49,9,"16,809","15,670",2019
1537713949,Elements of Programming Interviews in Py…,,41.93,35.24,35.96,No Value,6,10,"19,613","15,716",2016
1496433831,"NIV Life Application Study Bible, Third …",,31.66,31.99,31.99,No Value,15,23,"13,456","15,834",2019
763661791,Where's Waldo? The Wow Collection: Six A…,,42.73,44.98,44.99,No Value,7,5,"14,197","15,938",2012
1452166587,200 Women: Who Will Change The Way You S…,,15.89,28.99,34.17,No Value,32,34,"13,310","15,980",2017
1579653774,Ad Hoc at Home (The Thomas Keller Librar…,,20.22,32.99,35.99,No Value,80,28,"15,004","15,988",2009
1849906084,The Great British Bake Off: Everyday,,17.11,34.73,41.36,No Value,29,13,"8,267","16,118",2013
824835921,Remembering the Kanji 1: A Complete Cour…,,29.55,32.2,32.2,No Value,19,19,"16,767","16,118",2011
1616898062,The Architecture of Trees,,74.01,77.7,78.43,No Value,18,36,"11,222","16,140",2019
1544725736,Lower Level ISEE: 1000+ Practice Questio…,,19.67,31.66,31.66,No Value,10,3,"15,914","16,265",2017
1118067843,The Adolescent Psychotherapy Treatment P…,,32.37,62.41,64.13,No Value,20,17,"18,309","16,361",2014
1616898062,The Architecture of Trees,,74.01,77.7,78.43,No Value,15,27,"16,122","16,398",2019
316031844,The Twilight Saga Collection,,13.14,61.9,82.8,No Value,113,5,"14,967","16,433",2008
316031844,The Twilight Saga Collection,,13.18,61.9,82.8,No Value,112,7,"17,655","16,523",2008
1259644030,Harrison's Principles of Internal Medici…,,155,155,194.25,No Value,15,28,"15,724","16,542",2018
1496377230,The Only EKG Book You'll Ever Need,,39.99,43.23,73.14,No Value,16,21,"13,958","16,584",2018
1259644030,Harrison's Principles of Internal Medici…,,155,155,194.75,No Value,14,26,"16,492","16,586",2018
1465443991,American Museum of Natural History Birds…,,26.38,35.99,35.99,No Value,17,6,"12,330","16,596",2016
1496377230,The Only EKG Book You'll Ever Need,,41.66,43.14,73.14,No Value,18,20,"17,908","16,650",2018
1119514789,Excel 2019 Bible,,30.89,36.56,36.56,No Value,14,32,"21,155","16,683",2018
1118067843,The Adolescent Psychotherapy Treatment P…,,32.37,58.98,64.13,No Value,21,18,"24,364","16,762",2014
1524763500,Bill Cunningham: On the Street: Five Dec…,,41.47,41.47,41.49,No Value,19,29,"9,139","16,951",2019
1419716697,Diary of a Wimpy Kid Box of Books 1-4 Re…,,10.33,34.98,34.98,No Value,57,29,"10,598","16,997",2014
1419724703,Diary of a Wimpy Kid Box of Books (Books…,,46.3,74.46,75.98,No Value,32,23,"11,872","17,079",2016
1419724703,Diary of a Wimpy Kid Box of Books (Books…,,46.3,74.46,75.98,No Value,34,23,"8,239","17,354",2016
147508770,The Longmire Mystery Series Boxed Set Vo…,,40.46,40.95,40.95,No Value,20,28,"12,818","17,449",2012
1975104668,Lippincott Q&A Review for NCLEX-RN (Lipp…,,43.06,49.87,54.02,No Value,13,16,"21,868","17,475",2019
031045333X,"NIV, Artisan Collection Bible, Cloth ove…",,46.85,41,44.99,No Value,2,2,"29,827","17,526",2019
134685997,Effective Java,,46.17,40.63,40.63,No Value,7,18,"13,778","17,597",2017
1414391978,"KJV Life Application Study Bible, Second…",,58.85,51.99,51.99,No Value,8,26,"19,145","17,633",2014
1622029232,ICD-10-CM 2020 the Complete Official Cod…,,65.46,95.54,98.05,No Value,18,27,"22,187","17,710",2019
1631401394,Locke & Key Slipcase Set,,50.14,55.99,55.99,No Value,26,32,"11,722","17,783",2014
786965789,Princes of the Apocalypse (Dungeons & Dr…,,38.92,35.04,44.95,No Value,14,32,"17,399","17,932",2015
146989341X,Bates' Guide to Physical Examination and…,,83.7,123.48,123.49,No Value,30,4,"22,247","18,024",2016
1414391978,"KJV Life Application Study Bible, Second…",,58.85,51.99,51.99,No Value,9,24,"25,539","18,029",2014
71790330,Boatowners Mechanical and Electrical Man…,,31.45,40.26,40.26,No Value,16,20,"19,443","18,046",2015
1631401394,Locke & Key Slipcase Set,,50.42,55.99,55.99,No Value,26,32,"17,731","18,104",2014
990873854,Overcoming Gravity: A Systematic Approac…,,39.65,47.49,47.49,No Value,11,4,"16,990","18,160",2016
847843610,Nancy Braithwaite: Simplicity,,40,42.99,42.99,No Value,19,33,"18,012","18,200",2014
1572306394,Seeking safety A treatment Manual for PT…,,53.96,57.89,57.95,No Value,10,7,"15,397","18,202",2001
71592539,"Security Analysis: Sixth Edition, Forewo…",,36.27,47.66,47.66,No Value,30,31,"20,434","18,227",2008
141395206,Jane Austen: The Complete Works 7-Book B…,,100.49,101.51,139.99,No Value,7,9,"14,113","18,274",2015
323510809,Physical Examination and Health Assessme…,,63.97,114.14,121.01,No Value,40,13,"28,541","18,333",2019
1572306394,Seeking safety A treatment Manual for PT…,,40.99,40.45,57.95,No Value,11,8,"21,869","18,350",2001
146989341X,Bates' Guide to Physical Examination and…,,75.32,123.48,123.49,No Value,31,3,"27,326","18,489",2016
141395206,Jane Austen: The Complete Works 7-Book B…,,105.7,106.77,139.99,No Value,9,10,"17,125","18,492",2015
1784756946,Eat Right 4 Your Type: Fully Revised wit…,,13.81,13.81,299,No Value,11,13,"18,118","18,542",2017
1784756946,Eat Right 4 Your Type: Fully Revised wit…,,13.81,13.81,284.05,No Value,11,14,"19,668","18,598",2017
1426220588,"National Geographic Atlas of the World, …",,137,107.39,118.99,No Value,4,15,"13,254","18,620",2019
1620105918,Scott Pilgrim Color Collection Box Set,,69.44,41.9,42.49,No Value,15,31,"17,304","18,650",2019
1783293233,"The Skyrim Library - Volumes I, II & III…",,84.06,83.99,83.99,No Value,6,6,"17,309","18,676",2017
1622029232,ICD-10-CM 2020 the Complete Official Cod…,,65.46,97.99,98.05,No Value,17,27,"37,921","18,720",2019
1783293233,"The Skyrim Library - Volumes I, II & III…",,84.08,76.83,76.83,No Value,5,9,"19,177","18,749",2017
091249803X,American Dictionary of the English Langu…,,51.91,59.98,62.15,No Value,42,9,"28,396","18,769",1967
091249803X,American Dictionary of the English Langu…,,51.88,59.98,62.15,No Value,40,9,"19,661","18,812",1967
1974703193,Bleach Box Set 3: Includes vols. 49-74 w…,,173.85,99.97,99.99,No Value,4,13,"17,009","18,866",2018
1426220588,"National Geographic Atlas of the World, …",,137,107.39,118.99,No Value,3,15,"16,110","18,903",2019
1418598925,Reina Valera 1960 Santa Biblia Edición P…,,59.74,26.88,31.49,No Value,1,6,"22,206","18,919",2018
316201642,Ship of Theseus,,8.98,31.63,40.5,No Value,69,11,"17,689","18,930",2013
323510809,Physical Examination and Health Assessme…,,63.95,113.25,120.12,No Value,40,13,"30,700","18,951",2019
1974703193,Bleach Box Set 3: Includes vols. 49-74 w…,,173.87,99.97,99.99,No Value,3,13,"17,786","18,963",2018
1632366436,A Silent Voice Complete Series Box Set,,60.91,51.12,51.14,No Value,3,22,"3,519","19,106",2017
1408856786,Harry Potter Box Set: The Complete Colle…,,158.16,159.89,168.58,No Value,6,7,"13,971","19,276",2014
1579128866,The Louvre: All the Paintings,,30.32,48.99,48.99,No Value,31,31,"17,035","19,304",2011
1421541955,Fullmetal Alchemist Complete Box Set (Fu…,,128.99,125.24,125.24,No Value,12,14,"9,941","19,336",2011
1284126374,Health Policy and Politics: A Nurse's Gu…,,39.99,84.99,110.15,No Value,56,19,"14,094","19,381",2017
415708230,Healing the Fragmented Selves of Trauma …,,49.75,40.44,45.95,No Value,4,13,"23,431","19,401",2017
1462528643,Cognitive Processing Therapy for PTSD: A…,,28.98,26.42,34.99,No Value,10,21,"23,941","19,456",2016
847864146,Pacific Natural: Simple Seasonal Enterta…,,31.88,36.75,37.61,No Value,16,25,"17,982","19,499",2019
194152947X,How to Live: Boxed Set of the Mindfulnes…,,33.34,33.68,33.68,No Value,18,19,"23,479","19,552",2016
1408856786,Harry Potter Box Set: The Complete Colle…,,219.81,159.9,166.75,No Value,4,6,"15,326","19,565",2014
1909526509,Led Zeppelin by Led Zeppelin,,30,38.73,45.58,No Value,24,35,"22,317","19,598",2018
1878823345,The Cannabis Encyclopedia: The Definitiv…,,40.54,39.65,44.99,No Value,12,15,"28,324","19,610",2015
131103628,"C Programming Language, 2nd Edition",,25.49,62.9,63.65,No Value,54,6,"18,335","19,615",1988
1284126374,Health Policy and Politics: A Nurse's Gu…,,39.99,89.85,110.15,No Value,55,19,"17,110","19,660",2017
199978468,The Jewish Study Bible: Second Edition,,32.84,36.36,36.37,No Value,19,24,"25,958","19,665",2014
375420525,House of Leaves,,33.43,33.77,33.77,No Value,25,22,"18,053","19,669",2000
131103628,"C Programming Language, 2nd Edition",,28.44,62.89,63.65,No Value,52,6,"21,284","19,697",1988
1618372432,Chapman Piloting & Seamanship 68th Editi…,,50.66,42.45,45.7,No Value,10,26,"14,628","19,821",2017
1421541955,Fullmetal Alchemist Complete Box Set (Fu…,,128.99,125.24,125.24,No Value,12,13,"11,492","19,831",2011
1975113489,The Washington Manual of Medical Therape…,,61.73,29.12,74.99,No Value,2,36,"18,411","19,831",2019
740791451,Big Green Egg Cookbook: Celebrating the …,,9.4,33.34,36.25,No Value,92,24,"19,419","19,832",2010
872203492,Plato: Complete Works,,34.95,54,54,No Value,37,10,"29,619","19,895",1997
1975113489,The Washington Manual of Medical Therape…,,61.73,29.12,74.99,No Value,2,36,"21,502","19,914",2019
1515297357,Upper Level ISEE: 1500+ Practice Questio…,,26.49,33.95,33.95,No Value,23,5,"22,584","19,920",2015
193382347X,Food of Life: Ancient Persian and Modern…,,34,41.55,41.55,No Value,35,31,"19,888","19,949",2020
872203492,Plato: Complete Works,,34.89,54,54,No Value,36,10,"21,756","19,988",1997
998416800,The Bible Project Coffee Table Book: Ill…,,34.98,37.7,37.7,No Value,2,1,"9,656","20,081",2017
393065677,The Red Book (Philemon),,207.71,180,180,No Value,14,17,"16,711","20,088",2009
385470819,A Time to Kill (Jake Brigance),,13.31,34.96,35,No Value,36,10,"22,631","20,094",1993
892075430,Hilma af Klint: Paintings for the Future,,41.73,38.99,38.99,No Value,12,18,"18,999","20,147",2018
323551491,Lewis's Medical-Surgical Nursing: Assess…,,120,165.74,166.25,No Value,20,9,"19,090","20,158",2019
803660898,"PsychNotes, Clinical Pocket Guide, 5th e…",,22.9,23.8,33.9,No Value,10,16,"24,479","20,179",2017
596009208,"Head First Java, 2nd Edition",,19.73,41.01,56.99,No Value,57,26,"23,189","20,181",2005
031427555X,Reading Law: The Interpretation of Legal…,,47,47.45,47.45,No Value,11,9,"21,705","20,220",2012
1423124111,Poster Art of the Disney Parks (A Disney…,,23.49,36,36,No Value,18,13,"19,951","20,230",2012
393065677,The Red Book (Philemon),,170,180,180,No Value,15,18,"25,003","20,333",2009
323551491,Lewis's Medical-Surgical Nursing: Assess…,,121.51,165.74,166.25,No Value,18,10,"24,189","20,359",2019
1465449183,"The Complete Human Body, 2nd Edition: Th…",,43.89,47.48,47.5,No Value,11,8,"20,091","20,377",2016
067400423X,What We Owe to Each Other,,37.18,32.02,32.02,No Value,6,24,"23,648","20,386",2000
982761015,Modernist Cuisine at Home,,72.91,99.99,99.99,No Value,27,15,"18,707","20,571",2012
134093410,Campbell Biology (Campbell Biology Serie…,,124.93,188.74,208.99,No Value,43,6,"16,533","20,633",2016
596009208,"Head First Java, 2nd Edition",,19.57,41.01,56.99,No Value,59,27,"29,706","20,657",2005
544819829,Sauces: Classical and Contemporary Sauce…,,30.44,35.76,38.99,No Value,23,30,"22,256","20,685",2017
134093410,Campbell Biology (Campbell Biology Serie…,,124.94,188.74,208.99,No Value,42,6,"23,432","20,772",2016
1473902495,The Coding Manual for Qualitative Resear…,,42.26,41.18,45.12,No Value,14,25,"22,552","20,787",2015
890425566,Desk Reference to the Diagnostic Criteri…,,45.41,70.3,70.3,No Value,18,3,"18,603","20,836",2013
529100142,"NKJV, Spirit-Filled Life Bible, Third Ed…",,37.5,39.27,44.99,No Value,10,22,"22,981","20,854",2018
1496367618,BRS Physiology (Board Review Series),,12.87,28.96,52.24,No Value,41,14,"22,684","20,860",2018
740721135,The Complete Far Side: 1980-1994,,92.32,97.99,163.8,No Value,19,12,"7,109","20,864",2003
890425566,Desk Reference to the Diagnostic Criteri…,,45.43,70.3,70.3,No Value,18,3,"16,414","20,954",2013
1506713750,The Art of Super Mario Odyssey,,21.57,31.49,31.49,No Value,26,29,"19,291","20,991",2019
1496367618,BRS Physiology (Board Review Series),,12.85,28.95,52.24,No Value,42,14,"23,817","21,004",2018
982761015,Modernist Cuisine at Home,,72.87,99.99,99.99,No Value,29,15,"29,935","21,041",2012
128408017X,Emergency Care and Transportation of the…,,95.56,140.97,140.99,No Value,17,9,"27,529","21,085",2016
241248760,"The Brontë Sisters Boxed Set: Jane Eyre,…",,53.38,53.38,53.67,No Value,11,24,"13,120","21,089",2016
415908086,Teaching to Transgress: Education as the…,,28.98,33.52,42.46,No Value,36,30,"24,757","21,148",1994
990893405,"The PowerScore LSAT Bible Trilogy, 2020 …",,159.97,153.05,153.06,No Value,6,8,"14,192","21,234",2019
1632367017,Attack on Titan Season 2 Manga Box Set,,35.34,34.73,39.16,No Value,6,16,"15,698","21,246",2018
1534424598,Dork Diaries Books 1-10 (Plus 3 1/2 & OM…,,56.15,88.92,88.99,No Value,25,12,"17,865","21,305",2018
030793067X,Inheritance Cycle 4-Book Hard Cover Boxe…,,29.77,52.27,52.27,No Value,52,26,"17,073","21,343",2011
756671671,Car: The Definitive Visual History of th…,,15.69,35.91,35.99,No Value,35,9,"19,845","21,357",2011
030793067X,Inheritance Cycle 4-Book Hard Cover Boxe…,,29.77,52.27,52.27,No Value,50,26,"23,295","21,440",2011
1534424598,Dork Diaries Books 1-10 (Plus 3 1/2 & OM…,,56.15,88.94,88.99,No Value,25,12,"16,728","21,487",2018
178657120X,The Travel Book: A Journey Through Every…,,27.64,38.53,38.93,No Value,17,21,"21,043","21,499",2016
241248760,"The Bronte Sisters Boxed Set: Jane Eyre,…",,53.38,53.38,53.67,No Value,11,27,"16,036","21,509",2016
740721135,The Complete Far Side: 1980-1994,,85.38,97.74,163.8,No Value,19,12,"9,773","21,589",2003
990893405,"The PowerScore LSAT Bible Trilogy, 2020 …",,159.97,153.05,153.06,No Value,6,8,"20,523","21,605",2019
128408017X,Emergency Care and Transportation of the…,,103.99,140.97,140.99,No Value,16,9,"33,124","21,686",2016
1632368854,FAIRY TAIL Manga Box Set 1,,83.5,78.03,100.7,No Value,8,19,"16,905","21,748",2019
803677456,Fundamentals Success: NCLEX-Style Q&A Re…,,34.5,31.95,50.83,No Value,16,30,"33,235","21,775",2019
803677456,Fundamentals Success: NCLEX-Style Q&A Re…,,34.5,31.95,50.83,No Value,16,30,"23,097","21,840",2019
1285060792,Skin Care and Cosmetic Ingredients Dicti…,,34.7,33.97,34.04,No Value,19,28,"17,260","21,870",2014
1534312218,Saga Book Three,,28.93,33.97,33.97,No Value,11,20,"18,294","21,874",2019
998588903,Hellenistic Astrology: The Study of Fate…,,62.65,37.33,37.33,No Value,4,15,"20,811","21,887",2017
1250225450,"Caraval Boxed Set: Caraval, Legendary, F…",,47.22,38.06,38.07,No Value,4,15,"12,816","21,900",2019
1632368854,FAIRY TAIL Manga Box Set 1,,83.45,77.03,100.7,No Value,8,19,"25,267","21,923",2019
1568824491,Call of Cthulhu Investigators Handbook (…,,28.99,33.03,35.05,No Value,14,32,"23,390","21,958",2016
1433545918,Biblical Doctrine: A Systematic Summary …,,34.91,38.98,38.98,No Value,21,34,"30,898","22,050",2017
393631680,They Say / I Say: The Moves That Matter …,,27.65,52.94,53.1,No Value,19,6,"34,567","22,058",2018
1250059682,Louise Penny Boxed Set (1-3): Still Life…,,26.97,32.57,35.95,No Value,26,11,"19,574","22,072",2014
1260143392,"First Aid for the Psychiatry Clerkship, …",,37.49,44.5,45,No Value,20,20,"24,334","22,122",2018
1579654355,Bouchon Bakery (The Thomas Keller Librar…,,22.39,38.98,38.99,No Value,43,21,"20,107","22,176",2012
1426220545,Attainable Sustainable: The Lost Art of …,,20.99,22.93,35,No Value,3,19,"29,771","22,186",2020
789760576,CompTIA A+ Core 1 (220-1001) and Core 2 …,,36.55,32.57,37.46,No Value,10,31,"20,931","22,190",2019
1316618137,Prescriber's Guide: Stahl's Essential Ps…,,90.43,95.65,95.65,No Value,3,2,"30,382","22,350",2017
